'Name'	'Set'	'Number'	'Rarity'	'Type'	'Keywords'	'Color'	'Cost'	'Req'	'Power'	'Boosted'	'Points'	'Problem Req'	'Color'	'Problem Req'	'Color'	'Opponent Req'	'Text'
'Golden Oak Library'	'Premiere'	138	'R'	'Resource'	'Location'	'Purple'	2	3	3								'Play to your home. <P> Main Phase: Exhaust this card and pay [1 action] to reveal the  top 3 cards of your deck. You may put 1 revealed Event into into your hand and all  remaining cards on the top of your deck in any order. '
'Hard Hat'	'Premiere'	139	'U'	'Resource'	'Accessory'	'Orange'	1	2	4								'Play on a Friend.<P> This Friend has Stubborn. '
'Lead Pony Badge'	'Premiere'	140	'U'	'Resource'	'Asset'	'Blue'	1	2	3								'Play to your home. <P> Main Phase: Choose one of your ready cards. Exhaust this card  and that card to ready an exhausted character. '
'Marvelous Chapeau'	'Premiere'	141	'U'	'Resource'	'Accessory'	'White'	1	2	4								'Play on a Friend. <P> While this Friend is at an opponent''s Problem, if you have at least  3 [white] in play, you need -1 [wild] to confront that Problem. '
'Outshine Them All'	'Premiere'	142	'U'	'Resource'	'Report'	'Purple'	1	2	3								'Play on a Problem. <P> When you win a faceoff at this Problem, gain [1 action]. '
'Ridiculous Outfit'	'Premiere'	143	'U'	'Resource'	'Accessory'	'Pink'	2	3	4								'Play on a Friend. <P> While this Friend is at a Problem, your opponent''s characters at  that Problem each get -1 power during the Score Phase. '
'Rubber Chicken'	'Premiere'	144	'C'	'Resource'	'Accessory'	'Pink'	1	1	4								'Play on a Friend. <P> While this Friend is involved in a Troublemaker faceoff, it gets +2  [pink]. '
'Sweet Apple Acres'	'Premiere'	145	'R'	'Resource'	'Location'	'Orange'	2	4	3								'Play to your home. <P> Main Phase: Exhaust this card and pay [1 action] to force your  opponent to choose and discard a card. '
'Picnic Lunch'	'Premiere'	146	'R'	'Resource'	'Asset'	'Yellow'	2	2	3								'Play to your home. <P> While at least 3 of your [yellow] Friends are at one Problem, flip  an additional card during faceoffs at that Problem. '
'The Ponyville Express'	'Premiere'	147	'U'	'Resource'	'Asset'	'White'	1	1	3								'Play to your home. <P> Reaction: When you defeat a Troublemaker using only [white]  characters, dismiss this card to score an additional point. '
'Too Many Bandages'	'Premiere'	148	'U'	'Resource'	'Condition'	'Yellow'	2	2	3								'Play on a Friend. <P> This Friend gets -2 power. '
'Too Much Pie'	'Premiere'	149	'U'	'Resource'	'Condition'	'Orange'	1	2	3								'Play on a Friend. <P> This Friend gets -5 power during the Score Phase. '
'Tricksy Hat'	'Premiere'	150	'U'	'Resource'	'Asset'	'Purple'	3	3	3								'Play to your home. <P> Main Phase: Exhaust this card and pay [1 action] to choose an  opponent''s character at a Problem. Move it home. '
'Two Bits'	'Premiere'	151	'R'	'Resource'	'Asset'	'Blue'	1	2	3								'Play to your home. <P> Main Phase: Dismiss this card to reduce the cost of the next card  you play this turn by [2 actions]. '
'Ahuizotl'	'Premiere'	152	'R'	'Troublemaker'	'Epic'				5		2						'Villain <P> At the end of each player''s Troublemaker Phase, that player moves one of  their characters home from this card''s Problem. '
'Brown Parasprite'	'Premiere'	153	'C'	'Troublemaker'					4		1						'At the start of your opponent''s Troublemaker Phase, they put the top card of their deck  into their discard pile.  This card has received errata '
'Flam'	'Premiere'	154	'U'	'Troublemaker'					4		2						'At the start of your opponent''s Troublemaker Phase, they exhaust one of their characters  at this card''s Problem. '
'Flim'	'Premiere'	155	'U'	'Troublemaker'					3		1						'At the start of your opponent''s Troublemaker Phase, they exhaust one of their Resources. '
'Parasprite Swarm'	'Premiere'	156	'R'	'Troublemaker'					4		1						'At the start of your opponent''s Troublemaker Phase, this card permanently gets +1 power.  When this card has 8 power, frighten all your opponent''s Friends at its Problem and  dismiss this card. '
'Purple Parasprite'	'Premiere'	157	'C'	'Troublemaker'					4		1						'At the start of your opponent''s Troublemaker Phase, they exhaust one of their characters. '
'Timberwolf,'	'Premiere'	158	'U'	'Troublemaker'					6		3						'When this card is uncovered, its owner must pay [2 actions] or dismiss it. <P> Your  opponent must pay +[2 actions] to play a Friend to this card''s Problem  This card has received errata '
'Wild Manticore'	'Premiere'	159	'U'	'Troublemaker'					4		2						'During faceoffs involving this card, flip an additional card.  This card has received errata '
'Yellow Parasprite'	'Premiere'	160	'C'	'Troublemaker'					4		1						'At the start of your opponent''s Troublemaker Phase, they discard a random card. '
'A Thorn in His Paw'	'Premiere'	161	'C'	'Problem'							3	4	'Yellow'	3	'NonYellow'	8	'Starting Problem. While a player has at least 3 [yellow] Friends at this Problem, that  player''s opponent must pay +[1 action] to play a Friend here. '
'Avalanche!'	'Premiere'	162	'C'	'Problem'							2	2	'Orange'	2	'Purple'	6	'Starting Problem. When a player confronts this Problem, that player''s opponent discards a  card. '
'Kitchen au Flambé'	'Premiere'	163	'C'	'Problem'							2	2	'White'	2	'NonWhite'	5	'The first player to confront this Problem may put a Friend with 1 power from their  discard pile into their hand.  This card has received errata '
'Bunny Breakout'	'Premiere'	164	'U'	'Problem'							1	1	'Yellow'	1	'NonYellow'	4	'Starting Problem '
'Bunny Stampede'	'Premiere'	165	'C'	'Problem'							2	2	'Yellow'	2	'NonYellow'	5	'The first player to confront this Problem may dismiss a Resource on an opponent''s Friend  here. '
'The Problem with Parasprites'	'Premiere'	166	'C'	'Problem'							3	4	'Blue'	3	'NonBlue'	8	'When a player defeats a Troublemaker here, that player may move a character involved  in the faceoff. '
'Clearing Gloomy Skies'	'Premiere'	167	'U'	'Problem'							3	4	'Blue'	3	'White'	9	'Players with at least 2 [Pegasus] characters at this Problem get +1 total power during  faceoffs here. '
'Cloudbursting'	'Premiere'	168	'U'	'Problem'							1	1	'Blue'	1	'NonBlue'	4	'Starting Problem. '
'Adventures in Foalsitting'	'Premiere'	169	'C'	'Problem'							1	2	'Pink'	1	'NonPink'	4	'Starting Problem. The first player to confront this Problem may look at the top card of  this Problem deck and put it on either the top or bottom of that deck. '
'Emergency Dress Order'	'Premiere'	170	'U'	'Problem'							1	1	'White'	1	'NonWhite'	4	'Starting Problem. '
'795 Wing Power'	'Premiere'	171	'U'	'Problem'							2	2	'Blue'	2	'NonBlue'	5	'Resources played on characters here have their costs reduced by [1]. '
'Mean Meanie Pants'	'Premiere'	172	'C'	'Problem'							2	2	'Pink'	2	'NonPink'	5	'When this Problem is played, each player draws a card. '
'Hungry Hungry Caterpillars'	'Premiere'	173	'C'	'Problem'							2	2	'Orange'	2	'NonOrange'	5	'When this Problem is played, each player discards a card. '
'I Can Fix It!'	'Premiere'	174	'C'	'Problem'							1	2	'White'	1	'NonWhite'	4	'Starting Problem. When a player wins a faceoff here by exactly 1 power, that player  scores an additional point. '
'I Need Answers'	'Premiere'	175	'U'	'Problem'							2	3	'Purple'	2	'NonPurple'	6	'Main Phase: Dismiss one of your Friends here to gain [1 action]. Any player may  activate this ability.  This card has received errata '
'It''s a Twister!'	'Premiere'	176	'U'	'Problem'							2	2	'Blue'	2	'NonBlue'	5	'At the beginning of a player''s Score Phase, if that player has at least 2 [blue] characters,  that player may ready a card at home.  This card has received errata '
'It''s Alive!'	'Premiere'	177	'U'	'Problem'							1	1	'Purple'	1	'NonPurple'	4	'Starting Problem. '
'Looking for Trouble'	'Premiere'	178	'C'	'Problem'							1	2	'Blue'	2	'NonBlue'	4	'Starting Problem. When a player defeats a Troublemaker at this Problem, that player  scores an additional point. '
'May the Best Pet Win'	'Premiere'	179	'U'	'Problem'							3	4	'Yellow'	3	'NonYellow'	8	'When this Problem is played, its owner may search their deck for a [Critter] Friend,  reveal it, put it into their hand, and shuffle their deck. '
'Who is Gabby Gums?'	'Premiere'	180	'C'	'Problem'							3	4	'White'	3	'NonWhite'	8	'If there are at least 3 [white] characters at this Problem, characters without [white] can''t  move away from this Problem. '
'Not Enough Pinkie Pies'	'Premiere'	181	'C'	'Problem'							3	2	'Pink'	3	'Blue'	7	'When a player moves a [pink] character to this Problem, if they have a [pink] character  here already, they may draw a card. '
'Monitor EVERYTHING!'	'Premiere'	182	'C'	'Problem'							3	4	'Purple'	3	'NonPurple'	8	'Starting Problem. Report Resources played on this Problem have their costs reduced by  [1 action]. '
'Monster of a Minotaur'	'Premiere'	183	'C'	'Problem'							1	4	'Yellow'	3	'NonYellow'	4	'When this Problem is played, each player frightens an opponent''s Friend. '
'My Pinkie Sense is Tingling'	'Premiere'	184	'U'	'Problem'							2	4	'Pink'	3	'NonPink'	6	'When a player wins a Problem faceoff here, they may look at the top 3 cards of this  Problem''s deck and put them back in any order.  This card has received errata '
'Maybes are for Babies'	'Premiere'	185	'U'	'Problem'							3	4	'Pink'	3	'White'	9	'When a player confronts this Problem, that player may draw a card. '
'Fashion Feast'	'Premiere'	186	'U'	'Problem'							2	4	'White'	3	'NonWhite'	6	'If a card flipped for a Problem faceoff here would be put on the bottom of its owner''s  deck, it is put into its owner''s discard pile instead.  This card has received errata '
'Parasprite Pandemic'	'Premiere'	187	'C'	'Problem'							2	2	'Purple'	2	'Yellow'	6	'When this Problem is played, each player may search their deck for a Troublemaker,  reveal it, put it into their hand, and shuffle their deck. '
'Ponyville in a Bottle'	'Premiere'	188	'C'	'Problem'							2	2	'Purple'	2	'NonPurple'	5	'Friends with less than 2 power can''t be played to this Problem. '
'Raze This Barn'	'Premiere'	189	'U'	'Problem'							3	4	'Orange'	3	'NonOrange'	8	'[Orange] Friends here cannot be dismissed. '
'Runaway Cart'	'Premiere'	190	'U'	'Problem'							1	1	'Orange'	1	'NonOrange'	4	'Starting Problem. '
'Save Sweet Apple Acres'	'Premiere'	191	'U'	'Problem'							3	4	'Orange'	3	'Yellow'	9	'While a player has more power at this Problem than any opponent, that player''s Friends  here can''t be dismissed. '
'Special Delivery!'	'Premiere'	192	'U'	'Problem'							1	1	'Pink'	1	'NonPink'	4	'Starting Problem. '
'Ponynapped!'	'Premiere'	193	'U'	'Problem'							3	4	'White'	3	'NonWhite'	8	'When a player confronts this Problem, they frighten one of their Friends at this Problem. '
'This Way, Little Ones'	'Premiere'	194	'U'	'Problem'							2	3	'Yellow'	2	'NonYellow'	6	'When this Problem is played, its owner may move one of their [Critter] Friends here from  home for free. '
'Want it, Need it!'	'Premiere'	195	'U'	'Problem'							2	3	'Orange'	2	'NonOrange'	6	'The first player to confront this Problem with a [orange] character with at least 3 power  scores an additional point. '
'Wrapping Up Winter'	'Premiere'	196	'U'	'Problem'							3	4	'Purple'	3	'NonPurple'	8	'The first player to play a Friend to this Problem gains [2 actions]. '
'Dr. Hooves, Unblinking'	'Premiere'	197	'UR'	'Friend'	'[Earth Pony] Earth Pony'	'Blue'	5	3	4								'When this card is put into the discard pile from anywhere, you may search your deck for  Dr. Hooves, play it to your home frightened for free, and shuffle your deck.  This card has received errata '
'Rainbow Dash, Winged Wonder'	'Premiere'	198	'UR'	'Friend'	'[Pegasus] Pegasus'	'Blue'	3	2	2								'Swift (You may move this card for 1 fewer action tokens.) <P> When you play this card to  a Problem, you may move up to 3 of your Friends to that Problem for free. '
'Big Mac, Immense Apple'	'Premiere'	199	'UR'	'Friend'	'[Earth Pony] Earth Pony'	'Orange'	5	2	4								'Stubborn (This card can still apply its power during faceoffs and the Score Phase even if  exhausted.) <P> During faceoffs involving this card, flip an additional card. '
'Ship Shape, Heavy Lifter'	'Premiere'	200	'UR'	'Friend'	'[Pegasus] Pegasus'	'Orange'	3	2	2								'Reaction: When you flip a card, exhaust this card to ignore that card and flip another  card.  This card has received errata '
'Lyra Heartstrings, Bonafide'	'Premiere'	201	'UR'	'Friend'	'[Unicorn] Unicorn'	'Pink'	5	3	4								'Reaction: After your opponent draws a card, exhaust this card to draw 2 cards. '
'Screwy, Barking Mad'	'Premiere'	202	'UR'	'Friend'	'[Critter] Critter, Earth Pony'	'Pink'	2	2	1								'Your opponents can''t confront this card''s Problem unless they have at least 3 characters at  that Problem.  This card has received errata '
'Twilight Sparkle, Ursa Vanquisher'	'Premiere'	203	'UR'	'Friend'	'[Unicorn] Unicorn'	'Purple'	3	3	4								'Studious <P> Main Phase: While this card is at a Problem, you may exhaust this card and  put it into your hand. If you do, move up to 2 of your opponent''s characters home.  This card has received errata '
'Zecora, Everfree Guru'	'Premiere'	204	'UR'	'Friend'	'[Zebra] Zebra'	'Purple'	3	3	1								'Main Phase: Exhaust this card to draw 2 cards, then put a card from your hand on top of  your deck. '
'Octavia, Virtuoso'	'Premiere'	205	'UR'	'Friend'	'[Earth Pony] Earth Pony'	'White'	5	2	4								'Your opponent must pay +[2 actions] to move a character to or from this card''s Problem. '
'Rarity, Truly Outrageous'	'Premiere'	206	'UR'	'Friend'	'[Unicorn] Unicorn'	'White'	3	2	2								'When you confront this card''s Problem, you may move this card home to score points  equal to that Problem''s bonus. '
'Philomena, Bird of a Feather'	'Premiere'	207	'UR'	'Friend'	'[Critter] Critter'	'Yellow'	2	2	1								'Whille this card is at a Problem, your other Friends at that Problem get the Critter trait  during any Score Phase. '
'Princess Celestia, Ray of Sunshine'	'Premiere'	208	'UR'	'Friend'	'[Alicorn] Alicorn, Royalty'	'Yellow'	5	3	3								'Studious, Swift <P> While this card is at a Problem, each of your other [yellow]  characters at that Problem gets +1 power. '
'Heart''s Desire'	'Premiere'	209	'UR'	'Resource'	'Asset'		2	0	4								'Play to your home. <P> Faceoff Reaction: When you win a faceoff, you may dismiss this  card to gain [4 actions]. '
'Nightmare Moon'	'Premiere'	210	'UR'	'Troublemaker'	'Epic; ,'				7		3						'Villain <P> When this card is uncovered, all players discard their hands and draw 3  cards. <P> At the start of each player''s Troublemaker Phase, that player discards a  random card.  This card has received errata '
'Fluttershy, Monster Tamer'	'Premiere'	211	'UR'	'Friend'	'[Pegasus] Pegasus'	'Yellow'	4	4	2								'When you play this card to a Problem, you may banish a Troublemaker there. When this  card leaves that Problem, put that banished Troublemaker into play at a Problem and  uncover it.  This card has received errata '
'Rainbow Dash, To the Rescue'	'Premiere'	'pf1'	'P'	'Friend'	'[Pegasus] Pegasus'	'Blue'	4	2	3								'Swift <P> Once per faceoff, if you would put a card flipped for a faceoff involving this  card on the bottom of your deck, you may put it into your hand instead.  This card has received errata '
'Applejack, Farm Foremare'	'Premiere'	'pf2'	'P'	'Friend'	'[Earth Pony] Earth Pony'	'Orange'	3	1	3								'Stubborn <P> When you play this card, you may reveal the top 5 cards of your deck. You  may put one revealed Resource into your hand. Put all remaining cards at the bottom of  your deck in any order. '
'Pinkie Pie, Ear to Ear'	'Premiere'	'pf3'	'P'	'Friend'	'[Earth Pony] Earth Pony'	'Pink'	3	2	2								'Random <P> Main Phase: Exhaust this card to draw a card. '
'Twilight Sparkle, Research Student'	'Premiere'	'pf4'	'P'	'Friend'	'[Unicorn] Unicorn'	'Purple'	2	2	1								'Studious <P> When you confront this card''s Problem, you may move this card home to  gain [1 action]. '
'Rarity, Dragon Charmer'	'Premiere'	'pf5'	'P'	'Friend'	'[Unicorn] Unicorn'	'White'	4	2	3								'Inspired <P> When you win a Troublemaker faceoff involving this card, score an  additional point. '
'Fluttershy, Safe Haven'	'Premiere'	'pf6'	'P'	'Friend'	'[Pegasus] Pegasus'	'Yellow'	3	1	2								'Caretaker <P> While this card is in your home, your home limit is increased by 2. '
'Flutterbat'	'Canterlot Nights'	0	'UR'	'Troublemaker'					5		2						'When this card is uncovered, move it to another Problem. <P> At the start of your  opponent''s Troublemaker Phase, move this card to a Problem with a number of characters  equal to or less than the number of characters at this card''s Problem. '
'Rainbow Dash, Hanging Out'	'Canterlot Nights'	1	'U'	'Mane'	'[Pegasus] Pegasus'	'Blue'			1	3							'Front: Home Limit 3<P>Any Phase: While there are at least 2 [Pegasus] Friends at this  card''s Problem, you may turn this card over. Back: Home Limit 4, Swift (You may move  this card for 1 fewer action tokens.)<P>At the start of a faceoff involving this card, you  may ready an exhausted Friend at this card''s Problem. '
'Applejack, Apple Vendor'	'Canterlot Nights'	2	'U'	'Mane'	'[Earth Pony] Earth Pony'	'Orange'			1	3							'Front: Home Limit 3<P>At the start of your Score Phase, you may pay [2 actions] to give  one of your Friends +2 power until the end of turn.<P>At the end of your turn, if you  have a Friend with at least 5 power, turn this card over. Back: Home Limit 4, Stubborn  (This card can still apply its power during faceoffs and the Score Phase even if  exhausted.)<P>Main Phase: Retire one of your Friends to reveal the top 3 cards of your  deck, put a revealed Friend into your hand, and put all other revealed cards into your  discard pile. '
'Pinkie Pie, Pokey Pony'	'Canterlot Nights'	3	'U'	'Mane'	'[Earth Pony] Earth Pony'	'Pink'			1	3							'Front: Home Limit 3<P>When you end your turn, if this card is at home or a Problem  with at least 3 of your Friends, turn it over. Back: Home Limit 4, Random (During a  faceoff involving this card, if you flip a card with 1 power, you may ignore it and flip a  new card.) <P>When you confront this card''s Problem, you may retire one of your  Friends there to dismiss an opponent''s Friend there. '
'Princess Luna, The Party''s Over'	'Canterlot Nights'	4	'U'	'Mane'	'[Alicorn] Alicorn, Royalty'	'Purple'			1	3							'Front: Home Limit 3 <P> When you win a faceoff involving this card, turn this card over.  Back: Home Limit 4 <P> Opposing characters here have -1 power during Problem  faceoffs. '
'Twilight Sparkle, Gala Greeter'	'Canterlot Nights'	5	'U'	'Mane'	'[Unicorn] Unicorn'	'Purple'			1	3							'Front: Home Limit 3<P>When you play an Event, turn this card over and exhaust it.  Back: Home Limit 4, Studious (When you win a faceoff involving at least one of your  characters with this keyword,gain [1 action].) <P>When you move this card to a  Problem, you may move an opponent''s Friend to that Problem. '
'Rarity, Dressmaker'	'Canterlot Nights'	6	'U'	'Mane'	'[Unicorn] Unicorn'	'White'			1	3							'Front: Home Limit 3<P>When you play a Resource on one of your Friends, turn this card  over. Back: Home Limit 4, Inspired (At the start of your Main Phase, look at the top card  of an opponent''s deck and put it on either the top or the bottom of that deck.)<P>When  you play a Resource on one of your Friends, that Friend gets +2 power until the end of  the turn. '
'Fluttershy, Friend to Animals'	'Canterlot Nights'	7	'U'	'Mane'	'[Pegasus] Pegasus'	'Yellow'			1	3							'Front: Home Limit 3<P>Main Phase: Pay [3 actions] to turn this card over.<P>You pay 1  less action token to turn this card over for each [Critter] Friend you control. Back: Home  Limit 4, Caretaker(+1 power while at a Problem with at least one of your [Critter]  Friends)<P>Main Phase: Pay [1 action] to move this card to a Problem that has one of  your [Critter] Friends there. '
'Rarity, Mover and Shaker'	'Canterlot Nights'	8	'U'	'Mane'	'[Unicorn] Unicorn'	'White'			1	3							'Front: Home Limit 3 <P> When you confront this card''s Problem with at least 2 other  [white] characters, turn this card over. Back: Home Limit 4 <P> Your opponent pays +[1  action] to play Events. '
'Chief Thunderhooves, Buffaloing Buffalo'	'Canterlot Nights'	9	'R'	'Friend'	'[Buffalo] Buffalo'	'Blue'	3	3	3								'Pumped (After a faceoff involving this card, you may banish a card you flipped to  beneath this card.)<P>Reaction: After an opponent plays a Friend to this card''s Problem,  you may spend a card from beneath this card to frighten that Friend. '
'Cipher Splash, Born Ready'	'Canterlot Nights'	10	'U'	'Friend'	'[Unicorn] Unicorn'	'Blue'	3	1	3								'Pumped (After a faceoff involving this card, you may banish a card you flipped to  beneath this card.)<P>At the start of each player''s turn, if this card has at least 1 card  beneath it, you may ready it. '
'Dark Moon, Moonlit Colt'	'Canterlot Nights'	11	'C'	'Friend'	'[Unicorn] Unicorn'	'Blue'	3	0	2								'Main Phase: Exhaust one of your Resources at home to ready this card. '
'Dr. Hooves, Just In Time'	'Canterlot Nights'	12	'R'	'Friend'	'[Earth Pony] Earth Pony'	'Blue'	4	4	3								'Faceoff: You may play this card to an area where you have a character involved in a  faceoff. If you do, it becomes involved in that faceoff. '
'Eclair Crème, Vicarious Listener'	'Canterlot Nights'	13	'F'	'Friend'	'[Earth Pony] Earth Pony'	'Blue'	2	3	2								'Score Phase: Exhaust another one of your Friends and pay [1 action] to give this card +2  power until the end of the phase. '
'Hairpin Turn, Blocker'	'Canterlot Nights'	14	'C'	'Friend'	'[Earth Pony] Earth Pony, Foal'	'Blue'	2	2	2								'Pumped (After a faceoff involving this card, you may banish a card you flipped to  beneath this card.)<P>While involved in a faceoff, this card has +2 power for each card  beneath it. '
'Orange Swirl, Dizzy Daredevil'	'Canterlot Nights'	15	'C'	'Friend'	'[Pegasus] Pegasus'	'Blue'	1	2	2								
'Pipsqueak, Scrappy Squirt'	'Canterlot Nights'	16	'R'	'Friend'	'[Earth Pony] Earth Pony, Foal'	'Blue'	1	2	1								'Reaction: After an opponent''s Troublemaker is uncovered at this card''s Problem, you may  challenge that Troublemaker with all your characters there. '
'Rainbow Blaze, Dashing Mentor'	'Canterlot Nights'	17	'C'	'Friend'	'[Pegasus] Pegasus'	'Blue'	3	2	2								'Supportive 2 (+2 power while at a Problem with your Mane Character that shares a  color with this card.) '
'Rainbow Dash, Goosebump Giver'	'Canterlot Nights'	18	'C'	'Friend'	'[Pegasus] Pegasus'	'Blue'	2	2	1								'Reaction: After an opponent''s Friend is frightened, you may exhaust this card to frighten  another Friend. '
'Rainbow Dash, Element of Loyalty'	'Canterlot Nights'	19	'R'	'Friend'	'[Pegasus] Pegasus, Unique'	'Blue'	6	6	5								'Reaction: After an opponent takes an action during their Main Phase, you may pay [1  action] to move this card. '
'Rumble, Fast Learner'	'Canterlot Nights'	20	'C'	'Friend'	'[Pegasus] Pegasus, Foal'	'Blue'	2	0	1								'Main Phase: Exhaust this card to move it. '
'Scootaloo, Fan Club Founder'	'Canterlot Nights'	21	'U'	'Friend'	'[Pegasus] Pegasus, Foal'	'Blue'	2	3	2								'Supportive 1 (+1 power while at a Problem with your Mane Character that shares a  color with this card.)<P>When you move your Mane Character to a Problem, you may  exhaust this card to move this card there. '
'Shooting Star, Tale Teller'	'Canterlot Nights'	22	'C'	'Friend'	'[Earth Pony] Earth Pony'	'Blue'	3	1	3								'At the end of your draw step, if an opponent’s Mane Character is at home, you may draw  a card and discard a card.  This card has received errata. '
'Sprinkle Medley, Drip Dropper'	'Canterlot Nights'	23	'C'	'Friend'	'[Pegasus] Pegasus'	'Blue'	4	2	3								'Swift (You may move this card for 1 fewer action tokens.) '
'Apple Bumpkin, Caramel Coater'	'Canterlot Nights'	24	'C'	'Friend'	'[Earth Pony] Earth Pony'	'Orange'	2	2	3								
'Applejack, Element of Honesty'	'Canterlot Nights'	25	'R'	'Friend'	'[Earth Pony] Earth Pony, Unique'	'Orange'	6	6	5								'When this card enters play at a Problem, you may dismiss an opponent''s Troublemaker at  that Problem.<P>If an opponent would force you to discard this card, you may put it into  play instead. '
'Applejack, Applebucker'	'Canterlot Nights'	26	'U'	'Friend'	'[Earth Pony] Earth Pony'	'Orange'	3	3	2								'When this card enters play, choose a player. That player puts the top 4 cards of their deck  into the discard pile. '
'Bags Valet, Luggage Lackey'	'Canterlot Nights'	27	'C'	'Friend'	'[Unicorn] Unicorn'	'Orange'	2	0	1								'Score Phase: Exhaust one of your Resources at home to give this card +2 power until the  end of the phase. '
'Big Mac, Biggest Brother'	'Canterlot Nights'	28	'R'	'Friend'	'[Earth Pony] Earth Pony'	'Orange'	4	3	4								'Supportive 2 (+2 power while at a Problem with your Mane Character that shares a  color with this card.) '
'Cherry Fizzy, Stalwart Soldier'	'Canterlot Nights'	29	'C'	'Friend'	'[Earth Pony] Earth Pony'	'Orange'	5	3	4								'If this card would be frightened, you may exhaust it instead. '
'Cloudy Quartz, Concerned Mother'	'Canterlot Nights'	30	'C'	'Friend'	'[Earth Pony] Earth Pony'	'Orange'	1	1	0								'Supportive 2 (+2 power while at a Problem with your Mane Character that shares a  color with this card.) '
'Daisy, Mousy Mare'	'Canterlot Nights'	31	'U'	'Friend'	'[Earth Pony] Earth Pony'	'Orange'	3	0	2								'When this card is retired, put it into your hand. '
'Doc Top, Pony Pediatrician'	'Canterlot Nights'	32	'C'	'Friend'	'[Earth Pony] Earth Pony'	'Orange'	3	2	3								'Main Phase: Exhaust this card.<P>While this card is exhausted, you pay [1 action] less to  rally your Friends (to a minimum of [1 action]). '
'Earth Pony Royal Guard, Arresting Officer'	'Canterlot Nights'	33	'R'	'Friend'	'[Earth Pony] Earth Pony'	'Orange'	3	1	2								'When this card enters play at your home, an opponent reveals their hand. You may  choose a Friend card from their hand and they discard that card. '
'Fast Clip, Drill Instructor'	'Canterlot Nights'	34	'R'	'Friend'	'[Pegasus] Pegasus'	'Orange'	2	3	2								'Pumped (After a faceoff involving this card, you may banish a card you flipped to  beneath this card.)<P>Main Phase: Spend a card from beneath this card to exhaust all  characters at this card''s Problem. '
'Golden Harvest, Beyond Her Garden'	'Canterlot Nights'	35	'C'	'Friend'	'[Earth Pony] Earth Pony'	'Orange'	2	1	2								'Stubborn (This card can still apply its power during faceoffs and the Score Phase even if  exhausted.) '
'Hayseed Turnip Truck, "A" For Effort'	'Canterlot Nights'	36	'U'	'Friend'	'[Earth Pony] Earth Pony'	'Orange'	3	3	2								'Pumped (After a faceoff involving this card, you may banish a card you flipped to  beneath this card.)<P>During faceoffs involving this card, if this card has at least 1 card  beneath it, flip an additional card. '
'Joe, Doughnuteer'	'Canterlot Nights'	37	'R'	'Friend'	'[Unicorn] Unicorn'	'Orange'	2	0	1								'Main Phase: Exhaust this card and pay [1 action] to reveal a card from your hand and  banish it to beneath one of your Friends with Pumped. '
'Steam Roller, Juggernaut'	'Canterlot Nights'	38	'C'	'Friend'	'[Pegasus] Pegasus'	'Orange'	3	1	3								'Pumped (After a faceoff involving this card, you may banish a card you flipped to  beneath this card.)<P>While this card has at least 1 card beneath it, it can''t be dismissed  or frightened. '
'Aura, Really Rambunctious'	'Canterlot Nights'	39	'C'	'Friend'	'[Earth Pony] Earth Pony, Foal'	'Pink'	2	2	2								'Random (During a faceoff involving this card, if you flip a card with 1 power, you may  ignore it and flip a new card.) '
'Cheese Sandwich, Wandering Partier'	'Canterlot Nights'	40	'R'	'Friend'	'[Earth Pony] Earth Pony'	'Pink'	2	3	2								'This card enters play enters play exhausted.<p>Main Phase: Exhaust this card and put it  into your hand to dismiss an exhausted Friend. '
'Purple Waters, Prismatic Poet/Musician'	'Canterlot Nights'	41	'C'	'Friend'	'[Pegasus] Pegasus'	'Pink'	1	2	2								
'Globe Trotter, Sight Seer'	'Canterlot Nights'	42	'U'	'Friend'	'[Earth Pony] Earth Pony'	'Pink'	3	1	3								'Pumped (After a faceoff involving this card, you may banish a card you flipped to  beneath this card.)<P>Main Phase: Spend a card from beneath this card to draw 2 cards. '
'Lily, Panicked Pony'	'Canterlot Nights'	43	'U'	'Friend'	'[Earth Pony] Earth Pony'	'Pink'	2	0	2								'When this card enters play, you may retire one of your Friends to add that Friend''s power  to this card''s power until the end of the turn. '
'Lucky Star, Charming Cheerer'	'Canterlot Nights'	44	'C'	'Friend'	'[Earth Pony] Earth Pony'	'Pink'	2	1	2								'While an opponent''s Mane Character is at home, this card has +1 power. '
'Hondo Flanks, Big Daddy'	'Canterlot Nights'	45	'C'	'Friend'	'[Unicorn] Unicorn'	'Pink'	4	2	2								'Supportive 4 (+4 power while at a Problem with your Mane Character that shares a  color with this card.) '
'Pinkie Pie, Element of Laughter'	'Canterlot Nights'	46	'R'	'Friend'	'[Earth Pony] Earth Pony, Unique'	'Pink'	6	6	5								'When this card enters play, you may reveal the top card of your deck. If you do, reveal  cards from the top of your deck until you reveal a number of Friends equal to that card''s  printed power. Put any number of revealed [pink] Friends into your hand and shuffle all  other revealed cards into your deck. All opponents draw 1 card for each Friend you put  into your hand. '
'Pinny Lane, Bowl''em Over'	'Canterlot Nights'	47	'R'	'Friend'	'[Unicorn] Unicorn'	'Pink'	3	1	2								'When this card enters play, you may retire one of your Friends to gain a number of action  tokens equal to that Friend''s cost. '
'Sassaflash, Striking!'	'Canterlot Nights'	48	'R'	'Friend'	'[Pegasus] Pegasus'	'Pink'	2	0	1								'When this card enters play at a problem, each player shuffles their deck and draws a card. '
